motif_id	cultural_term
F1041.1.1.3	Hdwb. d. Mdrchens I 439a n. 267; Irish myth: *Cross; Italian Novella: *Rotunda; Buddhist myth: Malalasekera I 883.
F1041.1.1.4	Irish myth: *Cross.
F1041.1.2.1	Italian Novella: *Rotunda.
F1041.1.2.2	Irish myth: Cross; Icelandic: *Boberg.
F1041.1.2.2.1	Icelandic: Boberg.
F1041.1.2.2.2	(Cf. +A1335
F1041.1.2.2.2	+A1611.5.4.1.) Irish myth: Cross.
F1041.1.2.2.3	India: Thompson-Balys.
F1041.1.2.2.4	Icelandic: *Boberg.
F1041.1.3.1	Italian Novella: Rotunda.
F1041.1.3.2	Italian Novella: Rotunda.
F1041.1.3.3	Italian Novella: Rotunda; Heptameron No. 70.
F1041.1.3.4	Italian Novella: Rotunda.
F1041.1.3.5	Italian Novella: Rotunda.
F1041.1.3.6	Irish myth: *Cross; Italian Novella: Rotunda.
F1041.1.3.7	Cent Nouvelles Nouvelles No. 69; Italian Novella: *Rotunda.
F1041.1.3.8	Cent Nouvelles Nouvelles No. 77; Italian Novella: Rotunda.
F1041.1.3.9	Irish myth: Cross.
F1041.1.3.10	Alphabet No. 186.
F1041.1.3.10.1	"""  India: Thompson-Balys."
F1041.1.4	Irish myth: Cross.
F1041.1.5	Heptameron No. 9; India: Thompson-Balys
F1041.1.5	Penzer VII 103.
F1041.1.5.1	Italian Novella: Rotunda.
F1041.1.5.2	Italian Novella: *Rotunda.
F1041.1.5.3	Italian Novella: Rotunda.
F1041.1.5.4	Italian Novella: Rotunda.
F1041.1.6	(Cf. +F1041.8.1.) India: Thompson-Balys.
F1041.1.6.1	India: Thompson-Balys.
F1041.1.7	Irish myth: Cross.
F1041.1.8	Irish myth: Cross.
F1041.1.9	Irish myth: Cross.
F1041.1.10	Irish myth: Cross.
F1041.1.11	(Cf. +F1041.17.) Irish myth: Cross; India: *Thompson-Balys.
F1041.1.11.1	Icelandic: *Boberg.
F1041.1.11.2	Irish myth: *Cross.
F1041.1.11.3	Icelandic: Boberg.
F1041.1.11.4	India: Thompson-Balys.
F1041.1.12	Irish myth: *Cross.
F1041.1.13	Irish myth: *Cross; India: Thompson-Balys.
F1041.1.13.1	Irish myth: *Cross.
F1041.1.13.2	Irish myth: *Cross.
F1041.2	Irish myth: Cross; Icelandic: Boberg; Hindu: Penzer I 120
F1041.2	VII 60
F1041.2	139 n. 2
F1041.2	179
F1041.2	VIII 46 n. 1
F1041.2	94 n. 1; Korean: Zong in-Sob 83; Missouri French: Carriire.
F1041.3	Malone PMLA XLIII 410; Jewish: *Neuman; India: *Thompson-Balys.
F1041.4	Irish myth: *Cross; Africa (Efik-Ibibo): Dayrell Folk Stories from Southern Nigeria (London
F1041.4	1910) 84; Jamaica: *Beckwith MAFLS XVII 263 No. 68.
F1041.5	Greek: Frazer Apollodorus I 269 n. 2.
F1041.6	English: Child II 186
F1041.6	IV 101
F1041.6	302.
F1041.6.1	Icelandic: Boberg.
F1041.7	*Chauvin VII 112 No. 379 bis n. 1; Korean: Zong in-Sob 81.
F1041.8	"Fb ""szhr"" III 723b."
F1041.8.1	(Cf. +F1041.1.6.) Penzer II 6ff.
F1041.8.1	VII 66ff.; India: *Thompson-Balys.
F1041.8.1.1	India: Thompson-Balys.
F1041.8.2	"(Cf. +F1041.21.5.) Child V 487 s.v. ""lover""."
F1041.8.3	Irish myth: Cross.
F1041.8.4	Irish myth: Cross.
F1041.8.5	Irish myth: Cross.
F1041.8.6	Irish myth: *Cross; Icelandic: *Boberg.
F1041.8.7	(Cf. +F1041.16.6.) Irish myth: *Cross.
F1041.8.8	Irish myth: Cross.
F1041.8.9	Icelandic: Boberg.
F1041.8.10	Icelandic: Boberg.
F1041.8.11	India: Thompson-Balys.
F1041.9.1	"Fb ""seng"" III 187ab."
F1041.9.1.1	Icelandic: Boberg.
F1041.9.1.2	Icelandic: Boberg.
F1041.9.1.3	Icelandic: Boberg.
F1041.9.2	Irish myth: *Cross.
F1041.9.2.1	Irish myth: Cross.
F1041.9.3	Icelandic: Boberg.
F1041.10	Irish myth: Cross.
F1041.11	*De Vries FFC LXXIII 213; Gaster Exempla 130 No. 352; India: *Thompson-Balys
F1041.11	*Bloomfield JAOS XXXVI 54 89
F1041.11	*Penzer VII 261; Chinese: Chavannes 500 Contes I 160 No. 43
F1041.11	286 No. 78.
F1041.11.1	Icelandic: Boberg.
F1041.11.2	Icelandic: *Boberg.
F1041.12	Irish myth: Cross.
F1041.13	Chauvin V 261 No. 154.
F1041.14	(Cf. +E783.) North Carolina: Brown Collection I 686.
F1041.15	(Cf. +D1041.1.4.) Irish myth: Cross.
F1041.16	Irish myth: Cross; Icelandic: MacCulloch Eddic 88.
F1041.16.1	Irish myth: *Cross; Icelandic: Boberg.
F1041.16.2	(Cf. +F541.5.) Irish myth: *Cross.
F1041.16.3	Irish myth: *Cross.
F1041.16.3.1	Irish myth: Cross.
F1041.16.3.2	Irish myth: Cross.
F1041.16.3.3	Irish myth: Cross.
F1041.16.4	Irish myth: Cross.
F1041.16.5	Irish myth: *Cross.
F1041.16.6	(Cf. +F1041.8.7.) Irish myth: Cross; Icelandic: Boberg.
F1041.16.6.1	Irish myth: *Cross.
F1041.16.6.2	Irish myth: Cross.
F1041.16.6.3	Irish myth: Cross.
F1041.16.6.4	Irish myth: Cross.
F1041.16.6.5	Irish myth: Cross.
F1041.16.6.6	Irish myth: *Cross.
F1041.16.6.7	Irish myth: Cross.
F1041.16.6.8	Icelandic: Boberg.
F1041.16.6.9	Icelandic: Boberg.
F1041.16.7	Icelandic: Boberg.
F1041.16.8	Africa (Swahili): Baler FL XXXVIII 279f.
F1041.16.9	Icelandic: Boberg.
F1041.16.10	Icelandic: Boberg.
F1041.16.11	Icelandic: Boberg.
F1041.17	(Cf. +F950.5
F1041.17	+F1041.1.11).
F1041.17.1	Irish myth: Cross.
F1041.18	Irish myth: *Cross.
F1041.19	Irish myth: *Cross.
F1041.20	Irish myth: *Cross.
F1041.21	(Cf. +F1041.1.1.)
F1041.21.1	Icelandic: *Boberg.
F1041.21.1.1	Irish myth: *Cross; Icelandic: *Boberg.
F1041.21.2	Icelandic: Egils saga in ASB 3 (1894) ch.
F1041.21.3	Icelandic: *Boberg; India: *Thompson-Balys.
F1041.21.3.1	India: *Thompson-Balys.
F1041.21.4	Iuirriks saga II 358.
F1041.21.5	Icelandic: Boberg.
F1041.21.6	India: *Thompson-Balys.
F1041.21.6.1	India: Thompson-Balys.
F1041.21.6.2	India: Thompson-Balys.
F1041.21.7	Icelandic: *Boberg; India: Thompson-Balys.
F1041.22	*Loomis White Magic 53.
F1041.23	Irish myth: Cross.
F1041.24	India: Thompson-Balys.
F1044	Pauli (ed. Bolte) No. 656.
F1045	*Type 327A
F1045	613; Icelandic: *Boberg; German: Grimm No. 163; India: Thompson-Balys.
F1047	"Breton: Sibillot Incidents s.v. ""ancre."
F1047.1	Irish myth: Cross.
F1051	Toldo II 96; India: Thompson-Balys; Buddhist myth: Malalasekera I 633; Chinese: Eberhard FFC CXX 87
F1051	260f.; Africa (Upoto): Einstein 127.
F1051.1	Ward II 664; Herbert III *341
F1051.1	475; Italian Novella: Rotunda.
F1051.2	Irish myth: Cross.
F1054	Africa (Congo): Weeks Jungle 126ff.
F1055	English: Child III 244.
F1057	Irish myth: *Cross; Welsh: MacCulloch Celtic 101.
F1061	Icelandic: Boberg.
F1061.1	(Cf. +F1041.8.1. Malay
F1061.1	Indonesian: Dixon 222 n. 26.
F1061.2	Indonesian: Dixon 226.
F1061.3	Italian Novella: Rotunda.
F1061.4	Icelandic: Boberg.
F1063	N. A. Indian: Kroeber JAFL XXI 224.
F1065	Malone PMLA XLIII 405
F1065	416.
F1066	Hdwb.
F1066.1	Spanish Exempla: Keller.
F1068	Irish: O'Suilleabhain 107
F1068	Beal XXI 334; Icelandic: Boberg; Jewish: *Neuman.
F1068.1	Krappe Balor 122ff.; Icelandic: *Boberg.
F1068.2	*Kittredge Witchcraft 222f.
F1068.2	534 nn.
F1068.2.1	Icelandic: *Boberg.
F1068.2.2	Icelandic: Boberg.
F1071	Type 530; Cosquin Contes indiens 333ff.; Irish myth: *Cross; Icelandic: *Boberg; India: *Thompson-Balys; Philippine (Tinguian): Cole 103; Marquesas: Handy 114; Tuamotu: Stimson MS (z-G.
F1071.1	India: Thompson-Balys.
F1071.2	India: Thompson-Balys.
F1071.2.1	Buddhist myth: Malalasekera I 102.
F1072	Italian Novella: Rotunda.
F1073	Italian Novella: *Rotunda.
F1075	India: Thompson-Balys.
F1076	India: Thompson-Balys.
F1078	Irish myth: Cross.
F1081	Irish myth: *Cross.
F1082	Irish myth: Cross.
F1082.1	Irish myth: Cross.
F1083	Irish myth: Cross; Jewish: Neuman.
F1083.0.1	Loomis White Magic 47f.
F1083.0.1.1	Irish myth: Cross.
F1083.0.1.2	Jewish: Neuman.
F1083.0.1.3	Jewish: Neuman.
F1083.1	Irish myth: *Cross.
F1083.2	Jewish: Neuman.
F1084	Irish myth: *Cross; Jewish: Neuman.
F1084.0.1	Irish myth: Cross.
F1084.0.2	Irish myth: Cross.
F1084.0.3	Irish myth: *Cross.
F1084.0.4	Irish myth: Cross.
F1084.1	Irish myth: Cross.
F1084.2	Irish myth: Cross.
F1084.3	Irish myth: Cross.
F1085	Irish myth: *Cross.
F1086	Irish myth: Cross.
F1087	(Cf. +F833
F1087	+N331.) Irish myth: *Cross.
F1088	Irish myth: *Cross.
F1088.1	Irish myth: *Cross.
F1088.2	Irish myth: *Cross.
F1088.3	Icelandic: Snorra Edda Gylf.
F1088.3.1	Irish myth: Cross.
F1088.3.2	Irish myth: Cross.
F1088.4	Irish myth: *Cross.
F1091	Irish myth: Cross.
F1092	Irish myth: *Cross.
F1093	Irish myth: Cross.
F1094	Irish myth: Cross.
F1095	Irish myth: Cross.
F1096	Irish myth: Cross.
F1096.1	Irish myth: Cross.
F1096.2	Irish myth: Cross; Icelandic: Boberg.
F1096.3	Icelandic: Boberg.
F1097	Irish myth: *Cross.
F1097.1	Irish myth: Cross.
F1098	Irish myth: *Cross.
F1098.0.1	Irish myth: *Cross; Icelandic: Boberg.
F1099.1	Irish myth: *Cross.
F1099.2	(Cf. +F900.1.) Irish myth: Cross.
F1099.2.1	Irish myth: *Cross.
F1099.3	Jewish: Neuman.
F1099.4	Irish myth: Cross.
F1099.4.1	Irish myth: Cross.
F1099.5	Irish myth: Cross.
F1099.6	India: Thompson-Balys.
F1099.6.1	India: Thompson-Balys.
F1099.7	Jewish: *Neuman.
F1099.8	Jewish: Neuman.
G0	**Laistner Rdtsel der Sphinx. Italian: Basile Pentamerone III Nos. 1
G0	7
G0	V No. 7; Africa: Werner African 242.
G10	*Types 327
G10	"406*; BP I 115; *Cox Cinderella 499; *Saintyves Perrault 299ff.; *Penzer X 181 s.v. ""Human flesh""; *Fb ""menneskekjshd""; *Freytag Am Ur-Quell N. F. I 179; *MacCulloch Childhood 279; Krause Der Ur-Quell I 1; *Cosquin Contes indiens 208; **DeCock Volkssage 64; *Laistner Rdtsel der Sphinx II 87; Krappe The Modern Language Review XLIII (1948) 54ff. Irish myth: *Cross; Lappish: Qvigstad FFC LX 57 No. 135; Breton: Sibillot Incidents s.v. ""anthropophages"
G10	""" ""diable""; Jewish: Neuman; India: *Thompson-Balys; Buddhist myth: Malalasekera I 189"
G10	588
G10	II 32
G10	407
G10	676
G10	824; Chinese: Eberhard FFC CXX 21; Oceanic (Indonesia
G10	Melanesia
G10	New Zealand
G10	Tahiti
G10	Hawaii): Dixon 61
G10	63
G10	69
G10	86
G10	130ff.
G10	227ff.; Easter Island: Mitraux Ethnology 76ff.
G11.0.1	Irish myth: Cross.
G11.0.1.1	Irish myth: Cross.
G11.0.1.2	Hawaii: Beckwith Myth 141.
G11.1	*Basset 1001 Contes I 190; N. A. Indian (Zusi): Benedict II 335.
G11.2	(Cf. +G82
G11.2	+G83
G11.2	+G84.) Irish myth: *Cross; Missouri French: Carriire; Icelandic: Arnason Legends of Iceland (tr.
G11.2.1	India: Thompson-Balys.
G11.3	Kittredge Witchcraft 166
G11.3	485 nn. England: Baughman; Icelandic: *Boberg; Lithuanian: Balys Index No. *2027B; Italian: Basile Pentamerone IV No. 6; India: *Thompson-Balys; Hindu: Tawney I 162
G11.3	II 450; Japanese: Ikeda; Eskimo (Greenland): Rasmussen I 85
G11.3	II 25
G11.3	III 50f.
G11.3	168f.
G11.3	Rink 48
G11.3	440
G11.3	Holm 80
G11.3	(West   Hudson Bay): Boas BAM XV 198
G11.3	598
G11.3	(Smith Sound): Kroeber JAFL XII 180
G11.3	(Central Eskimo): Boas RBAE VI 599; Africa (Ekoi): Talbot 233.
G11.4	Malone PMLA XLIII 412.
G11.5	Spanish: Espinosa Jr.
G11.6	India: *Thompson-Balys; Hindu: Tawney II 616; Tuamotu: Stimson MS (z-G.
G11.6.1	Chinese: Graham.
G11.6.2	India: Thompson-Balys.
G11.6.3	Africa (Duala): Lederbogen Fables 61.
G11.6.4	Buddhist myth: Malalasekera II 838; S. A. Indian (Toba): Mitraux MAFLS XL 60ff.
G11.7	Malone PMLA XLIII 403; Missouri French: Carriire; India: *Thompson-Balys; Buddhist myth: Malalasekera I 581.
G11.8	N. A. Indian (Luiseso
G11.8	Diegueso
G11.8	Mohave): Kroeber JAFL XXI 224.
G11.8.1	Philippine (Tinguian): Cole 109
G11.8.1	111; Tuamotu: Stimson MS (T-G.
G11.9	*Cosquin Contes indiens 112ff.
G11.10.1	India: Thompson-Balys.
G11.11	(Cf. +G88.) India: *Thompson-Balys.
G11.11.1	Tonga: Gifford 192.
G11.11.2	Hawaii: Beckwith Myth 344.
G11.12	N. A. Indian (California): Gayton and Newman 73.
G11.13	Icelandic: Boberg; N. A. Indian (California): Gayton and Newman 69.
G11.14	India: Thompson-Balys.
G11.15	India: *Thompson-Balys; Chinese: Graham; Alu: Wheeler 8
G11.15	44
G11.15	48
G11.15	50
G11.15	56.
G11.16	India: Thompson-Balys.
G11.17	India: Thompson-Balys.
G11.18	Jewish: Neuman.
G11.18.1	Hawaii: Beckwith Myth 341.
G12	India: Thompson-Balys; Africa (Mpongwe): Nassau 71 No. 15.
G13	Penzer II 198 n. 1.
G13.1	India: Thompson-Balys.
G13.2	India: Thompson-Balys.
G15	India: *Thompson-Balys.
G15.1	India: Thompson-Balys.
G17	India: Thompson-Balys.
G18.1	India: Thompson-Balys.
G20	Type 363; Chauvin VI 198 No. 371; Icelandic: MacCulloch Eddic 276
G20	281; India: *Thompson-Balys
G20	*Penzer II 202; Eskimo (Greenland): Rasmussen I 104
G20	III 104; Africa (BaRonga): Einstein 262.
G20.1	Lithuanian: Balys Legends No. 369.
G21	India: Thompson-Balys.
G23	India: Thompson-Balys.
G25	(Cf. +S350.) Easter Island: Mitraux Ethnology 385.
G27	S. A. Indian (Viracocha): Steward-Mitraux BBAE CXLIII (3) 550.
G30	MacCulloch Childhood 297. Tahiti: Beckwith Myth 197; Maori: Clark 152; Koryak: Jochelson JE VI 295
G30	302; Eskimo (Greenland): Rink 128
G30	258
G30	(West Hudson Bay): Boas BAM XV 260; N. A. Indian: *Thompson Tales 357 n. 287c.
G31	Cosquin RTP XXX 79.
G33	"*Type 406*; *Fb ""menneskezhder"" II 580."
G33.1	Type 406*; Russian: Andrejev No. 406.
G34	Buddhist myth: Malalasekera I 943.
G36	Buddhist myth: Malalasekera II 573.
G36.1	*Type 450.
G36.2	India: *Thompson-Balys.
G36.2.1	Chinese: Graham.
G37	N. A. Indian (California): Gayton and Newman 59.
G51	Jewish: Neuman; Buddhist myth: Malalasekera II 597; Mono-Alu: Wheeler 45; N. A. Indian (Seneca): Curtin-Hewitt RBAE XXXII 232 No. 46.
G51.1	Eskimo (Greenland): Rasmussen I 186; N. A. Indian: *Thompson Tales 304 n. 109m
G51.1	(California): Gayton and Newman 92; Africa (Togo): Einstein 12f.
G55	Eskimo (West Hudson Bay): Boas BAM XV 258
G55	(Greenland): Rink 466.
G60	Penzer II 113; English: Wells 151 (Richard Coer de Lyon); Italian Novella: Rotunda; India: Thompson-Balys.
G61	"*Type 720; BP I 412ff.; *MacCulloch Childhood 283ff.; *Cosquin Itudes 394; *Fb ""menneskekjshd"" II 579b. Irish myth: *Cross; Spanish Exempla: Keller; Greek: Fox 70"
G61	119
G61	120 (Prokne and Tereus
G61	Tantalus
G61	Thyestes); Jewish: Neuman; India: *Thompson-Balys; Buddhist myth: Malalasekera II 573; Chinese: Graham; Japanese: Ikeda; Oceanic (Indonesia
G61	New Zealand
G61	Molucca): Dixon 58
G61	195
G61	229f.; Indonesian: De Vries's list Nos. 227
G61	228; Eskimo (Greenland): Rink 106
G61	128
G61	160
G61	286
G61	447
G61	Holm 43
G61	90
G61	(Bering Strait): Nelson RBAE XVIII 215
G61	(Central Eskimo): Boas RBAE VI 627
G61	(West Hudson Bay): Boas BAM XV 229; N. A. Indian: *Thompson Tales 300 nn. Am.
G61.1	India: Thompson-Balys; Africa (Angola): Chatelain 167
G61.1	173
G61.1	(Kaffir): Theal 100
G61.1	(Basuto): Jacottet 260 No. 38; American Negro (Georgia): Harris Nights 314 No. 54.
G61.1.1	Chinese: Graham.
G61.2	India: Thompson-Balys.
G62	India: Thompson-Balys.
G63	India: Thompson-Balys.
G64	India: Thompson-Balys.
G70.1	"Fb ""menneskekjshd"" II 579b."
G71	*Cox Cinderella 499; MacCulloch Childhood 295; India: Thompson-Balys; Japanese: Ikeda.
G71.1	Eskimo (Smith Sound): Kroeber JAFL XII 179
G71.1	(Greenland): Holm 53
G71.1	(Mackenzie Area): Jenness 81
G71.1	Rasmussen III 159.
G72	MacCulloch Childhood 293ff.; Spanish: Espinosa Jr.
G72.1	*Type 450; Grimm No. 143a; BP III 151.
G72.2	India: *Thompson-Balys.
G72.3	Irish myth: *Cross.
G72.4	(Cf. +F911.1.) Jewish: Neuman.
G73	Cox Cinderella 499; India: Thompson-Balys.
G73.1	India: *Thompson-Balys.
G73.2	Mono-Alu: Wheeler 22.
G74	Eskimo (Greenland): Rink 121.
G75	Africa (Basuto): Jacottet 116 No. 27.
G76	Icelandic: Boberg; Africa (Zulu): Callaway 168.
G77	Buddhist myth: Malalasekera I 886; Eskimo (Greenland): Rasmussen III 157
G77	Rink 106; S. A. Indian (More): Mitraux BBAE CXLIII (3) 406
G77	(Toba): Mitraux MAFLS XL 161.
G78	Irish myth: *Cross; Jewish: Neuman.
G78.1	Irish myth: Cross; Jewish: *Neuman; Eskimo (Greenland): Holm 92.
G79.1	India: Thompson-Balys.
G79.2	S. A. Indian (More): Mitraux BBAE CXLIII (3) 406.
G81	; Italian: Basile Pentamerone I No. 5; India: Thompson-Balys; Chinese: Graham; Eskimo (Greenland): I 262; West Indies: Flowers 440.
G81.1	Chinese: Graham.
G82	*Type 327
G82	314
G82	*BP I 115ff.; Chauvin VII 19 No. 373D; Italian: Basile Pentamerone I No. 9; India: *Thompson-Balys; Japanese: Ikeda; Eskimo (Greenland): Rink 107
G82	Holm 11; N. A. Indian (Kaska): Teit JAFL XXX 448 No. 8.
G82.1	"*Type 327; BP I 115ff.; Fb ""slagte"""
G82.1	"""finger""."
G82.1.1	"*Type 327; BP I 115ff.; *Fb ""hale"" I 537"
G82.1.1	"""lysepile"" II 487; Korean: Zong in-Sob 147 No. 65."
G83	German: Grimm No. 41; Lithuanian: Balys Index No. 3910; Japanese: Ikeda; Jamaica: *Beckwith MAFLS XVII 270f.
G83.1	Ktshler-Bolte Zs. f. Vksk.
G84	"(Cf. +G11.8.1.) *Type 327; *Fb ""kristenblod"" II 300a. Swiss: Jegerlehner Oberwallis 304 No. 29"
G84	"312 No. 67; French Canadian: Barbeau JAFL XXIX 12; Breton: Sibillot ""chair""; Jewish: bin Gorion Born Judas@2 I 230; India: *Thompson-Balys; Chinese: Graham; Korean: Zong in-Sob 89"
G84	168; Philippine (Tinguian): Cole 111
G84	184; Maori: Clark 39
G84	100; Tonga: Gifford 168; Tuamotu: Stimson MS (T-G.
G85	*Jochelson JE VI 376.
G86	Dickson Valentine and Orson 41 n. 41; Japanese: Ikeda.
G86.1	Chinese: Graham.
G87	India: Thompson-Balys.
G88	Africa (Basuto): Jacottet 210 No. 31.
G88.1	Eskimo (Greenland): Rasmussen III 79.
G88.2	India: Thompson-Balys.
G91	"Fb ""menneskekjshd"" II 580a."
G91.1	Irish myth: Cross; Welsh: MacCulloch Celtic 108.
G91.1.1	Irish myth: *Cross.
G91.2	India: Thompson-Balys.
G92	N. A. Indian (California): Gayton and Newman 70.
G93	N. A. Indian (California): Gayton and Newman 69.
G94.1	Hawaii: Beckwith Myth 264.
G94.2	Africa (Fang): Einstein 65.
G95	Eskimo (Greenland): Rasmussen III 86.
G100	(For motifs concerning giants who are not malevolent but merely large
G100	see +F531.) *Types 304
G100	311
G100	312
G100	313
G100	314
G100	314*
G100	327
G100	327*
G100	328
G100	518
G100	531
G100	545A
G100	1137
G100	1148*
G100	1165*; *Hackman Die Polyphemsage; *BP III 375ff.; *Clouston Tales I 133ff.: Arill Polyphemosmotivet i bohusldnsk folkdiktning (Bohusldnska Folkminnen [Uddevalla
G100	1922] 54); *Chauvin VII 17 No. 373C
G100	VIII 205
G100	IX 93; Saintyves Perrault 281ff.; Dickson 130 135 passim. English: Wells 17 (Guy of Warwick)
G100	22 (Sir Beues of Hamtoun)
G100	32 (Layamon's Brut)
G100	80 (Sir Tristem)
G100	88 (Roland and Vernagu)
G100	"117 (Sir Torrent of Portyngale); Irish myth: *Cross; Breton: Sibillot Incidents s. v. ""geant""; Lappish: Qvigstad FFC LX 47 Nos. 69 73; Icelandic: MacCulloch Eddic 275ff.; French Canadian: Barbeau JAFL XXIX 12"
G100	20; India: *Thompson-Balys; Africa (Angola): Chatelain 85 No. 5.
G100.1	Irish myth: *Cross.
G101	N. A. Indian (Navaho): Alexander N. Am.
G105	India: Thompson-Balys.
G110	Irish myth: Cross.
G111	*Types 304
G111	545A; *BP III 113 n. 4; English: Wells 66 (Ywain and Gawain); Irish myth: Cross.
G112	French Canadian: Barbeau JAFL XXIX 21.
G121	*Type 1165*; *Hackman Polyphemsage; Icelandic: *Boberg; Lappish: Qvigstad FFC LX 57.
G121.1	Type 328*.
G121.1.1	Irish myth: *Cross.
G122	N. A. Indian (Navaho): Alexander N. Am.
G123	Van Gennep Formation des Ligendes 47; Finnish: Holmberg Finno-Ugric 183.
G124	N. A. Indian (California): Gayton and Newman 91.
G125	Icelandic: *Boberg.
G126.1	India: Thompson-Balys.
G126.2	India: Thompson-Balys.
G131	French Canadian: Barbeau JAFL XXIX 12.
G151	"*Fb ""shkse"" III 1171b. Lithuanian: Balys Index No. 3711."
G152	*Brown Iwain 7ff.; Irish myth: *Cross; Icelandic: Boberg.
G152.1	German: D'mke Havensagen (Leipzig
G152.1	1924) 72 No. 56
G152.1	Haas Pommersche Sagen (Berlin
G152.1	1912) 54 No. 106.
G154	Scottish: Campbell-McKay No. 17.
G156	India: Thompson-Balys.
G157	India: Thompson-Balys.
G158	India: Thompson-Balys.
G161	India: Thompson-Balys.
G162	India: Thompson-Balys.
G171	India: Thompson-Balys.
G200	*Types 405
G200	432
G200	442
G200	708
G200	710
G200	"711; **Kittredge Witchcraft; *Vordemfelde Die Hexe im deutschen Volksmdrchen (Mogk Festschrift 588); *Fb ""heks"" IV 206a; Hansen Zauberwahn"
G200	Inquisition und Hexenprozess im Mittelalter (M'nchen and Leipzig
G200	1900)
G200	"ibid. Alpenldndern (1934); Hdwb. d. Abergl. f. Vksk. Irish myth: *Cross; Scotch: Macdougall and Calder 235 (""glastig""); Icelandic: *Boberg; Lappish: Hartland Science 173; Finnish-Swedish: Wessman 81ff. Am."
G201	*BP I 114; *R. Drinkuth Hessische Bldtter f. Vksk.
G201.1	*Type 501; *Von Sydow Tve Spinnsagor.
G202	Papua: Ker 52
G202	127.
G203	Icelandic: Boberg.
G203.1	Icelandic: Boberg.
G203.2	N. A. Indian (Zusi): Benedict 344.
G204	*Types 310
G204	428; Herrmann Saxo II 485.
G205	*Types 403
G205	450; Icelandic: *Boberg; Lithuanian: Balys Index Nos. *453
G205	*481; Africa (Basuto): Jacottet 266 No. 40
G205	(Ekoi): Talbot 401; Jamaica: *Beckwith MAFLS XVII 268 No. 80.
G206	Irish myth: *Cross.
G207	North Carolina: Brown Collection I 648.
G210.0.1	(Cf. +A11
G210.0.1	+D1980
G210.0.1	+E421.1
G210.0.1	+G303.6.2.1
G210.0.1	+F235.1
G210.0.1	+E501.1.) England: *Baughman.
G211	Kittredge Witchcraft 174 nn.
G211.1.1	(Cf. +D131.) Ktshler-Bolte I 220
G211.1.1	"586; *Fb ""Troms kirke"" III 858b; Tobler 45; England"
G211.1.1	Scotland
G211.1.1	Wales
G211.1.1	U.S.: Baughman; Icelandic: Corpus Poeticum Boreale I 153
G211.1.1	Boberg; Hindu: Tawney I 342.
G211.1.1.1	"*Fb ""ftsl"" I 400."
G211.1.1.2	Ktshler-Bolte I 220
G211.1.1.2	"586; *Fb ""Troms kirke"" III 858b; Tobler 44; England"
G211.1.1.2	Scotland
G211.1.1.2	U.S.: Baughman; Swiss: Jegerlehner Oberwallis 322 No. 91.
G211.1.2	U.S.: Baughman.
G211.1.3	England
G211.1.3	U.S.: *Baughman.
G211.1.4	England
G211.1.4	U.S.: *Baughman.
G211.1.5	(Cf. +G262.3.1.) U.S.: Baughman.
G211.1.6	England
G211.1.6	U.S.
G211.1.6	Wales: *Baughman.
G211.1.7	"(Cf. +D142.) Fb ""kat"" II 107b"
G211.1.7	IV 255b; Tobler 42; Irish myth: Cross; England
G211.1.7	Wales
G211.1.7	U.S.: Baughman; North Carolina: Brown Collection I 659; Icelandic: *Boberg; Swiss: Jegerlehner Oberwallis 325 No. 15; German: Grimm No. 69; Spanish: Espinosa Jr.
G211.1.8	"(Cf. +D141.) *Fb ""heks"" I 581a; Tobler 41; Kittredge Witchcraft 176f."
G211.2.1	"(Cf. +D113.2.) Fb ""heks"" I 581a."
G211.2.2	"(Cf. +D113.1.) Fb ""heks""; Icelandic: Snorra Edda Gylf."
G211.2.3	"(Cf. +D113.3.) Fb ""heks"" I 581a; U.S.: Baughman; Swiss: Jegerlehner Oberwallis 304 No. 25; Japanese: Anesaki 325f."
G211.2.4	England
G211.2.4	Scotland
G211.2.4	U.S.: *Baughman; India: Thompson-Balys.
G211.2.4.1	Irish myth: Cross; India: *Thompson-Balys.
G211.2.5	"(Cf. +D117.1.) Fb ""heks"" I 581a."
G211.2.6	England
G211.2.6	U.S.: *Baughman.
G211.2.7	"(Cf. +D123.) Fb ""hare"" I 556; Kittredge Witchcraft 179 nn."
G211.2.7.1	England
G211.2.7.1	Ireland
G211.2.7.1	Scotland
G211.2.7.1	U.S.
