motif_id	cultural_term
F930.1	*Cross.
F930.1.0.1	(Cf. +D1067.3.1
F930.1.0.1	+F931.3.) Irish myth: Cross.
F930.1.0.2	(Cf. +D1052.) Irish myth: Cross.
F930.2	Irish myth: *Cross.
F930.3	Jewish: *Neuman.
F930.4	(Cf. +D474.) Jewish: *Neuman.
F930.5	Jewish: Neuman.
F930.6	(Cf. +D1614.4
F930.6	+F931.12.) Jewish: *Neuman.
F930.7	Jewish: *Neuman.
F930.8	Hawaii: Beckwith Myth 436.
F931.1	Estonian: Aarne FFC XXV 135 No. 89.
F931.1.1	Irish myth: Cross.
F931.2	Finnish: Aarne FFC XXXIII 47 No. 90; Estonian: Aarne FFC XXV 135 No. 90.
F931.3	(Cf. +F930.1.0.1.) Irish myth: Cross.
F931.3.1	Irish myth: *Cross.
F931.4	Irish myth: *Cross.
F931.4.1	Irish myth: Cross.
F931.4.2	Irish myth: *Cross.
F931.5	Icelandic: *Boberg.
F931.6	Irish myth: *Cross.
F931.7	German: Grimm No. 19; Jewish: *Neuman.
F931.8	Icelandic: *Boberg.
F931.9	(Cf. +D1551.) Jewish: *Neuman.
F931.9.1	(Cf. +F932.2.) Jewish: *Neuman.
F931.9.2	Jewish: *Neuman.
F931.9.2.1	Jewish: Neuman.
F931.9.2.2	Jewish: Neuman.
F931.9.3	Jewish: *Neuman.
F931.10	Jewish: Neuman.
F931.11	(Cf. +D1610
F931.11	+F932.12.) Jewish: *Neuman.
F931.12	(Cf. +F930.6.) Jewish: Neuman.
F932.1	"Fb ""e"" III 1187a; Greek: Frazer Apollodorus II 209 n. 8; Africa (Kaffir): Theal 63."
F932.2	(Cf. +F931.9.1
F932.2	+V220.) *Ward Catalogue II 640 No. 17; Crane Miraculis 104 No. 40.
F932.3	Irish: Plummer cxxxviii.
F932.4	Alphabet No. 550.
F932.5.1	Irish myth: Cross.
F932.6	Irish myth: *Cross; Jewish: Neuman.
F932.6.1	Irish myth: Cross.
F932.6.2	India: Thompson-Balys.
F932.6.3	India: Thompson-Balys.
F932.7	Irish myth: Cross.
F932.7.1	Irish myth: *Cross.
F932.8.1	Irish myth: Cross.
F932.8.2	Irish myth:  *Cross.
F932.8.2.1	Irish myth: *Cross.
F932.8.3	Irish myth: Cross.
F932.8.4	Irish myth: Cross.
F932.8.5	India: Thompson-Balys.
F932.8.6	Jewish: Neuman.
F932.9	Irish myth: Cross.
F932.10	India: Thompson-Balys.
F932.11	S. A. Indian (Chiriguano): Mitraux RMLP XXXIII 171.
F932.12	(Cf. +D1614.4
F932.12	+F930.6
F932.12	+F931.11.) Jewish: Neuman.
F933.1	Dh II 26; *Toldo VI 310ff.; Saintyves Le Miracle de l'apparition des eaux dans ses relations avec les liturgies papennes et chritiennes (Revue de l'Universiti de Bruxelles
F933.1	1912
F933.1	265 94); Irish myth: *Cross; Spanish Exempla: Keller; Jewish: *Neuman.
F933.1.1	Irish myth: *Cross.
F933.1.2	Spanish Exempla: Keller.
F933.1.3	Jewish: *Neuman; India: *Thompson-Balys.
F933.1.3.1	Jewish: *Neuman.
F933.1.3.2	Jewish: *Neuman.
F933.2	Christiansen FFC XXIV 87.
F933.3	Irish myth: Cross.
F933.4	Irish myth: *Cross.
F933.5	Irish myth: *Cross; French Canadian: Sister Marie Ursule.
F933.6	Irish myth: *Cross.
F933.6.1	Irish myth: *Cross.
F933.7	Irish myth: Cross.
F933.8	Irish myth: Cross.
F934	Irish myth: Cross.
F934.1	Irish myth: *Cross.
F934.2	Irish myth: Cross.
F934.3	Irish myth: Cross.
F934.4	Irish myth: Cross.
F934.5	India: Thompson-Balys.
F935.1	India: Thompson-Balys.
F935.2	Irish: O'Suilleabhain 74.
F940	"*Fb ""synke""; Icelandic: Tsrvar-Odds saga 136; Iuorsteinssaga Vikingssona 417"
F940	421
F940	432; Bsmundarsaga Kappabana (Zwei Fornaldarsogur ed.
F941	Irish: *Cross
F941	O'Suilleabhain 79; Jewish: *Neuman.
F941.1	Wesselski Mdrchen 200; Jewish: Neuman.
F941.2.1	"*Fb ""kirke"" IV 258b; Finnish: Aarne FFC XXXIII 47 No. 87; Estonian: Aarne FFC XXV 134 No. 87."
F941.2.2	Finnish: Aarne FFC XXXIII 46 No. 86**; Estonian: Aarne FFC XXV 134 No. 86.
F941.2.3	Jewish: Neuman.
F941.3.1	(Cf. +F772.1.) Jewish: Neuman.
F942	U.S.: Baughman; Jewish: *Neuman; India: Thompson-Balys; Eskimo (Greenland): Rink 372
F942	Rasmussen III 185
F942	(Smith Sound): Kroeber JAFL XII 182; West Indies: Flowers 438.
F942.1	Irish: *Cross
F942.1	Beal XXI 327; Icelandic: *Boberg; Greek: Fox 63 (Althaimenes)
F942.1	227 (Persephone)
F942.1	Frazer Apollodorus II 241 n. 5; Jewish: *Neuman; Africa: Werner African 200.
F942.1.1	U.S.: Baughman; Icelandic: *Boberg; Jewish: Neuman; Eskimo (Kodiak): Golder JAFL XVI 28.
F942.2	Irish myth: *Cross.
F942.2.1	Irish myth: *Cross.
F942.3	India: Thompson-Balys.
F942.3.1	India: Thompson-Balys.
F943	Icelandic: Boberg; Czech: Tille FFC XXXIV 96; Lithuanian: Leskien-Brugmann 385 No. 10
F943	557 No. 14; Greek: Hahn Griechische und albanesische Mdrchen II 273; Egyptian: Maspero Contes populaire de l'Egypte ancienne (Paris
F943	1882) 191; Africa: Meinhof Afrikanische 78
F943	Frobenius Atlantis X 212.
F943.1	Irish myth: Cross; Eskimo (Greenland): Rasmussen III 98.
F944	Schmersel Die Sage von der versunkenen Stadt; Sch'tte Danske Studier (1925) 117; Le Braz Ligende de la Mort (Paris
F944	1902); **Smyser Harward Studies and Notes Phil.
F944.1	England
F944.1	Scotland
F944.1	U.S.: *Baughman.
F944.2	Tuamotu: Beckwith Myth 75.
F944.3	Tonga: Gifford 185.
F944.4	Africa (Congo): Johnson Grenfell 817.
F945	India: *Thompson-Balys.
F947	Irish myth: Cross; England: Baughman.
F948.1	Irish myth: *Cross.
F948.1.1	Jewish: Neuman.
F948.2	Irish myth: Cross; Chinese: Graham.
F948.3	Irish myth: Cross.
F948.4	Icelandic: Boberg.
F948.5	England: *Baughman.
F949.1	Irish myth: Cross.
F949.1.1	Irish myth: Cross.
F949.2	Chinese: Graham.
F950	Irish myth: *Cross; Icelandic: *Boberg; India: *Thompson-Balys.
F950.1	English: Wells 156 (Temporale).
F950.2	(Cf. +F955.) Pauli (ed. Bolte) No. 358; Irish myth: Cross; Spanish Exempla: Keller.
F950.2.1	Heptameron No. 71.
F950.3	Zachariae Zs. f. Vksk.
F950.4	Cent Nouvelles Nouvelles No. 55
F950.4	90; Italian Novella: *Rotunda.
F950.5	Irish myth: *Cross.
F950.6	(Cf. +F959.3.) Irish myth: Cross.
F950.7	Spanish Exempla: Keller.
F950.8	Tuamotu: Stimson MS (z-G.
F950.9	Chinese: Graham.
F952	"Irish myth: Cross; Icelandic: *Boberg; Breton: Sibillot Incidents s.v. ""aveugle""; Spanish Exempla: Keller; Jewish: *Neuman; India: Thompson-Balys; Japanese: Ikeda; Hawaii: Beckwith Myth 25."
F952.0.1	Irish myth: *Cross.
F952.0.2	India: *Thompson-Balys.
F952.1	*Type 310; BP I 97
F952.1	99.
F952.2	Greek: Frazer Apollodorus I 32.
F952.3	India: Thompson-Balys.
F952.3.1	(Cf. +F953.1.) India: *Thompson-Balys; Tuamotu: Stimson MS (T-G.
F952.3.1.1	Africa (Nyanja): Rattray Some Folk-Lore Stories and Songs in Chinyanja (London
F952.3.1.1	1907) 149ff.
F952.3.2	India: Thompson-Balys.
F952.4	India: Thompson-Balys.
F952.5	India: Thompson-Balys; Africa (Nyanja): Rattray Some Folk-Lore Stories and Songs in Chinyanja (London
F952.5	1907) 149ff.
F952.6	Irish myth: *Cross.
F952.7	Irish myth: *Cross.
F953	Cheremis: Sebeok-Nyerges; India: Thompson-Balys.
F953.1	India: *Thompson-Balys; Hawaii: Beckwith Myth 233; Africa (Nyanja): Rattray Some Folk-Lore Stories and Songs in Chinyanja (London
F953.1	1907) 149ff.
F954	Irish myth: *Cross; India: Thompson-Balys; West Indies: Flowers 438.
F954.1	Dickson 217.
F954.2.1	*Type 945; BP III 53ff.; *Pauli (ed. Bolte) No. 534.
F954.2.2	Irish myth: Cross.
F954.3	English: Wells 137 (Sir Gowther).
F954.4	India: Thompson-Balys.
F954.4.1	India: Thompson-Balys.
F954.5	Spanish Exempla: Keller.
F955	(Cf. +F950.3.) Irish: Beal XXI 306; English: Wells 155 (Temporale).
F955.1	(Cf. +F872.3.) Italian Novella: *Rotunda.
F956	Irish myth: *Cross.
F956.1	*Chauvin V 136 No. 64.
F956.2	*Campbell Sages lxxxiv (Medicus).
F956.3	Irish myth: *Cross.
F956.4	Irish myth: *Cross.
F957	Pauli (ed. Bolte) No. 360.
F958	Italian Novella: Rotunda.
F959.1.1	Irish myth: Cross.
F959.2	Irish myth: Cross.
F959.2.1	Irish myth: Cross.
F959.3.1	Irish myth: *Cross.
F959.3.2	Irish myth: Cross.
F959.3.3	Irish myth: Cross.
F959.3.4.1	Irish myth: Cross.
F959.3.5	India: Thompson-Balys.
F959.4	Icelandic: Boberg.
F959.5	India: Thompson-Balys; Buddhist myth: Malalasekera II 679.
F959.6.1	India: Thompson-Balys.
F959.6.2	Buddhist myth: Malalasekera II 284.
F960.1	*Dh II 11; Toldo I 327
F960.1	335; Irish: Plummer cxxxvii
F960.1	*Cross; Jewish: Gaster Exempla 216 No. 141 (142); Alphabet Nos. 549
F960.1	552; Buddhist myth: Malalasekera I 682
F960.1	788
F960.1	969
F960.1	II 325
F960.1	1014
F960.1	1245
F960.1	1339; Japanese: Ikeda; Hawaii: Beckwith Myth 71
F960.1	390.
F960.1.1	India: Thompson-Balys.
F960.1.1.1	(Cf. +F968.) Irish myth: Cross.
F960.1.1.2	India: Thompson-Balys.
F960.1.1.3	Hawaii: Beckwith Myth 428.
F960.1.2	(Cf. +T583
F960.1.2	+V222.) Jewish: *Neuman.
F960.1.2.1	(Cf. +F962.) Irish myth: *Cross; Icelandic: Boberg; India: Thompson-Balys.
F960.1.2.1.1	Buddhist myth: Malalasekera II 131.
F960.1.3	Loomis White Magic 21.
F960.1.4	Loomis White Magic 23.
F960.1.5	India: Thompson-Balys.
F960.1.6	India: Thompson-Balys.
F960.2	Irish myth: *Cross.
F960.2.1	Irish myth: Cross.
F960.2.2	Irish myth: Cross.
F960.2.3	(Cf. +F964.3.4.) Irish myth: Cross.
F960.2.4	Irish myth: *Cross.
F960.2.5.1	Icelandic: *Boberg.
F960.2.5.2	Icelandic: *Boberg.
F960.2.5.3	Icelandic: *Boberg.
F960.2.6	*Loomis White Magic 96.
F960.2.6.1	Jewish: Neuman.
F960.3	(Cf. +F1084.) Irish myth: Cross; Jewish: Neuman.
F960.3.1	Jewish: *Neuman.
F960.4	Irish myth: Cross.
F960.5	Irish myth: Cross.
F960.6	(Cf. +S73.1.) Irish myth: Cross.
F960.7	India: Thompson-Balys.
F960.8	India: Thompson-Balys.
F960.9	India: Thompson-Balys.
F960.10	Jewish: Neuman.
F961.0.1	Hatt Asiatic Influences 73 78.
F961.0.2	Jewish: *Neuman.
F961.0.3	Jewish: *Neuman.
F961.0.3.1	Jewish: Neuman.
F961.0.4	(Cf. +A659.1
F961.0.4	+A767.) Jewish: *Neuman.
F961.0.5	Jewish: *Neuman.
F961.0.6	Jewish: *Neuman.
F961.1	(Cf. +F965.) Icelandic: Boberg.
F961.1.1	*BP II 531 n. 1. Icelandic: Boberg.
F961.1.2	Greek: Frazer Apollodorus II 164 n. 1; Jewish: Gaster Exempla 185 No. 2b
F961.1.2	201 No. 78
F961.1.2	*Neuman.
F961.1.2.1	Irish myth: Cross.
F961.1.3.1	Irish myth: *Cross; Icelandic: Boberg.
F961.1.3.2	Alphabet No. 552.
F961.1.4	Africa (Fang): Trilles 94.
F961.1.5	Irish myth: Cross; Jewish: *Neuman.
F961.1.5.1	Irish myth: *Cross.
F961.1.5.2	Jewish: *Neuman.
F961.1.5.3	Jewish: Neuman.
F961.1.5.3.1	Jewish: *Neuman.
F961.1.6	Irish myth: Cross.
F961.1.7	Irish myth: *Cross.
F961.1.8	Irish myth: Cross.
F961.1.9	(Cf. +A737.) Jewish: Neuman.
F961.1.10	(Cf. +R310.) Jewish: Neuman.
F961.2	Irish myth: *Cross.
F961.2.1	*Toldo I 327; Matthew 2: 2; Irish myth: *Cross; Spanish Exempla: Keller; Babylonian: Spence 53.
F961.2.2	Irish myth: *Cross.
F961.2.3	Irish myth: Cross.
F961.2.4	Jewish: Neuman.
F961.2.5	Tuamotu: Stimson MS (T-G 3/191).
F961.2.5.1	Jewish: Neuman.
F961.2.6	Jewish: *Neuman.
F961.2.7	Jewish: *Neuman.
F961.2.8	Jewish: Neuman.
F961.2.9	(Cf. +F962.3.) Eskimo (Greenland): Rink 276.
F961.3	Irish myth: Cross.
F961.3.1	Irish myth: *Cross.
F961.3.2	Icelandic: *Boberg.
F961.3.3	Africa (Fang): Tessman 93.
F962.0.1	*Loomis White Magic 88.
F962.0.2	Jewish: Neuman.
F962.1	Irish myth: Cross.
F962.2	*Saintyves Essais de folklore biblique 1ff.; Irish: Plummer cxxxvii
F962.2	cxxxviii
F962.2	*Cross; Spanish Exempla: Keller; Jewish: Moreno Esdras
F962.2	*Neuman.
F962.2.1	Jewish: *Neuman.
F962.2.2	(Cf. +F774.2.1.) Jewish: *Neuman.
F962.2.3	Jewish: Neuman.
F962.2.4	Jewish: *Neuman.
F962.2.5	Jewish: *Neuman.
F962.3	BP III 233.
F962.4	Irish myth: Cross; Icelandic: *Boberg; Italian Novella: *Rotunda; Marquesas: Handy 65.
F962.4.1	Irish myth: Cross.
F962.4.2	Irish myth: Cross.
F962.5.1	Irish myth: Cross.
F962.5.1.1	Irish myth: Cross (+F194.1.)
F962.5.2	Jewish: *Neuman.
F962.5.3	Irish myth: Cross (+F794.2).
F962.6	Jewish: Neuman.
F962.6.1	Irish myth: *Cross.
F962.6.2	*Loomis White Magic 87; Jewish: Neuman.
F962.6.3	Irish myth: *Cross.
F962.6.4	*Loomis White Magic 87.
F962.7.1	Icelandic: Boberg.
F962.8.1	Irish myth: *Cross.
F962.8.2	Jewish: Neuman.
F962.9	Irish myth: Cross.
F962.10	Irish myth: *Cross.
F962.10.1	Irish myth: Cross.
F962.11.1	Irish myth: *Cross.
F962.12	Irish myth: Cross.
F962.12.1	Irish myth: Cross.
F962.12.2	Irish myth: Cross.
F962.12.3	Pauli (ed. Bolte) 319 No. 558.
F962.12.4	Irish myth: *Cross.
F962.12.5	Irish myth: Cross.
F962.13	India: Thompson-Balys.
F963.1	Dh I 321.
F963.2	Spanish Exempla: Keller.
F963.3	Spanish Exempla: Keller.
F963.4	French Canadian: Sister Marie Ursule.
F964	Irish myth: Cross.
F964.0.1	Irish myth: *Cross; Jewish: *Neuman.
F964.1	(Cf. +F979.5.) Irish myth: Cross.
F964.2	Irish myth: Cross.
F964.3.1	India: Thompson-Balys.
F964.3.2	India: Thompson-Balys.
F964.3.3	India: Thompson-Balys.
F964.3.4	(Cf. +F960.2.3.) India: Thompson-Balys.
F964.4	India: Thompson-Balys.
F964.5	India: Thompson-Balys.
F965	(Cf. +F961.1.)
F965.1	Chinese: Werner 266.
F965.1.1	U.S.: Baughman.
F965.2	Usener Kleine Schriften IV 307; Jewish: Neuman; Icelandic: *Boberg.
F965.2.1	Irish myth: Cross.
F965.3	Jewish: *Neuman.
F965.4	Jewish: Neuman.
F966	"*Penzer X 220 s.v. ""Heaven""; Alphabet No. 800; *Loomis White Magic 53; Irish: *Cross"
F966	Beal XXI 314
F966	318
F966	O'Suilleabhain 38
F966	49; Jewish: bin Gorion Born Judas@2 I 367
F966	*Neuman; India: Thompson-Balys.
F967.1	Jewish: *Neuman.
F967.2	Jewish: Neuman.
F967.3	Jewish: Neuman.
F967.4	Irish myth: Cross.
F968	Irish myth: Cross.
F968.1	Irish myth: *Cross.
F969	Irish myth: Cross.
F969.1	Irish myth: Cross.
F969.2	Irish myth: Cross.
F969.3	Irish myth: Cross.
F969.3.1	Irish myth: Cross.
F969.3.2	Irish myth: *Cross.
F969.4.1	Eskimo (Greenland): Holm 65.
F969.4.2	Eskimo (Mackenzie Area): Jenness 66.
F969.5	Jewish: Moreno Esdras (+F964).
F969.6	India: Thompson-Balys.
F969.7	Icelandic: *Boberg; Hindu: Bradley-Birt 121.
F970	Irish: Beal XXI 308
F970	O'Suilleabhain 27.
F971	Krappe Revue Hispanique LVI (1922) 5 24.
F971.1	*Type 756 ABC
F971.1	757; BP III 463
F971.1	465
F971.1	"471 n. 1; *Dh II 265ff.; Fb ""nede"" II 726b"
F971.1	"""stav"" III 541b; RTP IX 504"
F971.1	XIII 505
F971.1	XV 61
F971.1	XIX 66
F971.1	336
F971.1	532
F971.1	XXI 123
F971.1	XXV 141; **Andrejev FFC LIV 34
F971.1	LXIX 126
F971.1	129ff.
F971.1	241ff.; Saintyves Essais de folklore biblique 61ff.; Zs. f. Vksk.
F971.1.1	Irish myth: Cross.
F971.1.2	Irish myth: Cross.
F971.1.3	(Cf. +F979.18.) Irish: O'Suilleabhain 49.
F971.2	"Type 755; Fb ""sten"" III 554a"
F971.2	"""rose"" III 80a; P. Saintyves Le Thime du bvton qui reverdit (Revue d'Histoire et de Littirature religieuses"
F971.2	III [1912] 330 49
F971.2	421 54).
F971.3	"Breton: Sibillot Incidents s.v. ""ipine""."
F971.4	*Dh II 9; Alphabet No. 290; Irish: Plummer cliv
F971.4	*Cross.
F971.4.1	Irish myth: *Cross.
F971.5	Pauli (ed. Bolte) No. 686; Alphabet No. 475; *Pease Cicero De Divinatione 217 (U. of Illinois Studies in Language and Literature); Stier in Pauly-Wissowa XV (1932) 2026; Icelandic: Herrmann Saxo II 102
F971.5	MacCulloch Eddic 320; Italian Novella: Rotunda.
F971.5.1	Irish: Plummer cliv
F971.5.1	*Cross; India: Thompson-Balys.
F971.5.2	Pauli (ed. Bolte) No. 559.
F971.5.2.1	England: Baughman.
F971.6	Pauli (ed. Bolte) No. 675.
F971.7	"Fb ""se."
F971.8	Jewish: Neuman.
F971.9	Buddhist myth: Malalasekera I 301
F971.9	871.
F973.1	Irish myth: *Cross; Swiss: Jegerlehner Oberwallis 317.
F973.2	Irish myth: Cross; Welsh: MacCulloch Celtic 189.
F974	"Fb ""grzhs"" I 499b"
F974	IV 188a; Taylor Attila and Modern Riddles
F974	JAFL LVI (1943) 136 37; Icelandic: Boberg.
F974.1	England: *Baughman.
F975.1	India: Thompson-Balys.
F975.2	India: Thompson-Balys.
F979.1	*Loomis White Magic 80; Irish: Plummer cliv
F979.1	*Cross; Japanese: Ikeda.
F979.2	Irish: Plummer cliii
F979.2	Cross.
F979.3	Irish: Plummer cliii
F979.3	Cross.
F979.4	Africa (Nago): Trautmann La Littirature populaire a la Cfte des Esclaves (Paris
F979.4	1927) 6ff.
F979.5	(Cf. +F964.1.) Irish myth: *Cross.
F979.5.1	Jewish: Neuman.
F979.6	Irish myth: Cross.
F979.7	Irish myth: *Cross.
F979.8	Irish myth: *Cross.
F979.9	Irish myth: *Cross.
F979.10	Irish myth: *Cross.
F979.11	(Cf. +F960.1.) Irish myth: *Cross.
F979.12	(Cf. +D1003.) Irish myth: Cross.
F979.13	Moreno Esdras (+F979.4).
F979.14	(Cf. +D1027.) India: Thompson-Balys.
F979.15	India: Thompson-Balys.
F979.16	India: Thompson-Balys.
F979.17	Jewish: Neuman.
F979.18	(Cf. +F971.1.3.) Jewish: Neuman.
F979.19	Jewish: *Neuman.
F979.20	Jewish: *Neuman.
F979.21	Hawaii: Beckwith Myth 284.
F979.22	Tonga: Beckwith Myth 74.
F979.23	Jewish: *Neuman.
F981.1	Dickson 54
F981.1	195 n. 78.
F981.1.1	India: Thompson-Balys.
F981.2	Dickson 197 n. 84.
F981.3	Koryak: *Jochelson JE VI 381 No. 68.
F981.4	Irish myth: Cross.
F981.5	Irish myth: Cross.
F981.6	Irish myth: *Cross.
F981.6.1	Irish myth: Cross.
F981.7	Irish myth: *Cross.
F981.8	Irish myth: Cross.
F982.1	De Vries FFC LXXIII 388; French Canadian: Barbeau JAFL XXIX 12.
F982.1.1	Irish myth: Cross.
F982.2	"Type 326; Fb ""ligkiste"" II 422b."
F982.3	Irish myth: Cross.
F982.4	Irish myth: Cross.
F982.5	India: Thompson-Balys.
F982.6	Chinese: Graham.
F982.7	Chinese: Graham.
F982.8	India: Thompson-Balys.
F983	Icelandic: Boberg.
F983.0.1	(Cf. +T585.) Irish myth: Cross.
F983.1	N. A. Indian (Tahltan): Teit JAFL XXXIV 229 No. 36
F983.1	(Tlingit): Swanton BBAE XXXIX 151.
F983.2	*Type 621; BP III 483; *Ktshler-Bolte I 134
F983.2	*601a; *Bolte Zs. f. Vksk.
F983.3	Chinese: Graham.
F983.4	German: Grimm No. 112.
F984.1	Ktshler-Bolte I 469; *Cosquin Contes indiens 417ff.
F985.1	(Cf. +H1023.6.) Types 425
F985.1	428
F985.1	756C*; Andrejev FFC LIV passim; Boberg Classica et Medievalia I 1938.
F986	Irish myth: Cross.
F986.1	Irish myth: Cross.
F986.2	Irish myth: Cross.
F986.3	Irish myth: *Cross.
F986.4	Irish myth: Cross.
F986.5	Irish myth: Cross.
F987.1	Italian Novella: Rotunda.
F988.1	Africa (Hausa): Equilbecq III 291ff.
F988.2	Jewish: *Neuman.
F988.3	Jewish: Neuman.
F989	Irish myth: Cross.
F989.1	"Breton: Sibillot Incidents s.v. ""cheval"". Cf. Type 530."
F989.1.1	India: *Thompson-Balys.
F989.2	N. A. Indian (Maidu): Dixon BAM XVII 65.
F989.3	"Hdwb. d. Mdrchens s.v. ""Baum bewacht""."
F989.4	(Cf. +B557.) Irish myth: Cross; Icelandic: Boberg.
F989.5	Jewish: *Neuman.
F989.5.1	Jewish: *Neuman.
F989.6	Irish myth: Cross.
F989.7	Irish myth: Cross.
F989.8	Irish myth: Cross.
F989.9	Irish myth: Cross.
F989.10	Irish myth: Cross.
F989.11	Irish myth: *Cross.
F989.11.1	India: Thompson-Balys.
F989.12	Irish myth: Cross.
F989.13	Irish myth: *Cross.
F989.14	Irish myth: *Cross.
F989.15	Irish myth: *Cross.
F989.16.1	Jewish: Neuman.
F989.16.2	Jewish: *Neuman.
F989.17	Jewish: *Neuman; India: Thompson-Balys.
F989.18	India: Thompson-Balys.
F989.19	India: Thompson-Balys.
F989.20	Irish myth: Cross.
F989.21	India: Thompson-Balys.
F989.22.1	India: Thompson-Balys.
F989.22.2	India: Thompson-Balys.
F989.22.3	India: Thompson-Balys.
F989.22.4	India: *Thompson-Balys.
F989.23	Jewish: *Neuman.
F989.24	Jewish: *Neuman.
F990	Irish myth: *Cross.
F991.1	(Cf. +D1086.) *Brown PMLA XXV (1910) 1; *Gaster FL II 57; Irish myth: *Cross; Welsh: MacCulloch Celtic 202.
F991.1.1	Jewish: Neuman.
F991.2	"Fb ""hshle"" I 747a; Japanese: Ikeda."
F991.2.1	Icelandic: Boberg.
F991.3	Irish myth: *Cross.
F991.3.1	German: Grimm No. 205.
F991.4	Irish myth: Cross.
F991.4.1	Irish myth: Cross.
F991.5	Jewish: *Neuman.
F992.1	Stark Der Alraun; Taylor JAFL XXXI 561.
F993	*Sartori Zs. f. Vksk.
F993.1	England
F993.1	Wales: *Baughman.
F994	Irish myth: Cross.
F994.1	Irish myth: Cross.
F994.2	Irish myth: Cross.
F995	Irish myth: *Cross.
F996	Irish myth: *Cross.
F997	Icelandic: Boberg.
F997.1	Icelandic: *Boberg.
F998	(Cf. +D1469.5.) Icelandic: Boberg.
F1001	Moreno Esdras (+F995).
F1002	*Loomis White Magic 125.
F1005.1	India: Thompson-Balys.
F1006	(Cf. +F755.)
F1006.1	(Cf. +D932.) Jewish: Neuman.
F1006.2	(Cf. +D932
F1006.2	+F755.) Jewish: Neuman.
F1006.3	Jewish: Neuman.
F1009.1	Jewish: Neuman.
F1009.2	Jewish: Neuman.
F1009.3	(Cf. +D1169.) Jewish: Neuman.
F1009.4	(Cf. +D931.) Jewish: *Neuman.
F1011.1	"Fb ""solstrele""; De Vries Germanischromanische Monatsschrift 1922"
F1011.1	40 n. 2; *Loomis White Magic 29; Irish: Plummer cxxxix
F1011.1	*Cross
F1011.1	O'Suilleabhain 101
F1011.1	106
F1011.1	Beal XXI 332f.; Swiss: Jegerlehner Oberwallis 301 No. 19
F1011.1	306 No. 19
F1011.1	309 No. 10
F1011.1	328 No. 6; Spanish: Boggs FFC XC 146 No. 1805A
F1011.1	1805B.
F1011.1.1	Irish myth: Cross.
F1011.2	*Ktshler-Bolte II 98ff.
F1014	India: Thompson-Balys.
F1015.1.1	"*Type 306; BP III 78; *Fb ""sko"" III 288b; Finnish: Aarne FFC XXXIII 39 No. 8**."
F1015.1.2	Hartland Science 199.
F1015.2	Filipino: Fansler MAFLS XII 64
F1015.2	351.
F1015.3	Jewish: Neuman.
F1016.1	India: Thompson-Balys.
F1017	India: Thompson-Balys.
F1021	Irish myth: *Cross; Spanish: Espinosa Jr.
F1021.1	*Type 575; *BP II 131; Penzer IX 149; Ktshler-Bolte I 120; *Chauvin V 231 No. 130; Greek: Frazer Apollodorus II 139 n. 2 (Daedalus); India: Thompson-Balys; Chinese: Ferguson 35.
F1021.2.1	Irish myth: Cross; Greek: Frazer Apollodorus II 139 n. 2 (Icarus).
F1021.2.2	(Cf. +B552.1.) Gaster Exempla 186 No. 5.
F1021.3	Chinese: Graham.
F1021.4	German: Grimm No. 90.
F1022.1	Jewish: Gaster Exempla 186 No. 5; bin Gorion Born Judas@2 III 136
F1022.1	306
F1022.1	*Neuman.
F1023	*Type 945; *BP III 53; Icelandic: MacCulloch Eddic 327.
F1025	India: Thompson-Balys; Japanese: Ikeda; Korean: Zong in-Sob 161.
F1025.1	*Type 295; BP I 135; India: Thompson-Balys.
F1025.2	N. A. Indian: *Thompson Tales 302 n. 108. Cf. Japanese: Mitford 185ff.
F1025.2	Ikeda.
F1025.2.1	India: Thompson-Balys.
F1031	"English: Child V 496 s.v. ""ship""."
F1032	Africa (Angola): Chatelain 33 No. 1.
F1032.1	Irish myth: Cross.
F1033	Type 706; Irish myth: *Cross; German: Grimm No. 31.
F1033.1	Irish myth: *Cross.
F1034	*Penzer VII 114ff.
F1034.1	Hindu: Tawney II 578.
F1034.2	Wesselski Mdrchen 186 No. 1; *Cosquin Itudes 276ff.; Chinese: Chavannes 500 Contes I 378 No. 109.
F1034.2.1	India: *Thompson-Balys.
F1034.3.1	India: Thompson-Balys.
F1034.3.2	India: Thompson-Balys.
F1034.3.3	India: Thompson-Balys.
F1034.3.4	India: Thompson-Balys.
F1034.4	Hawaii: Beckwith Myth 169f.
F1034.5	Tuamotu: Stimson MS (z-G. .
F1034.5.1	Africa (Angola): Chatelain III No. 8.
F1035	N. A. Indian: *Thompson Tales 304 n. 109m.
F1036	Jewish: *Neuman.
F1037	Jewish: *Neuman.
F1037.1	*Type 800; *BP I 342; *Hdwb.
F1038	"*Type 755; H. C. Andersen ""Skyggen""; Fb ""skygge"" III 347; *Hdwb. d. Abergl. IX Nachtrdge 133ff.; Spanish: Boggs FFC XC 47 No. 325A*."
F1038.1	Scotland: Baughman.
F1038.2	(Cf. +G303.19
F1038.2	+K210.) Scotland: Baughman.
F1041.0.1	Irish myth: Cross.
F1041.1.1	Penzer II 132
F1041.1.1	VII 24f.
F1041.1.1	103; Heptameron No. 9; Irish myth: Cross; Icelandic: *Boberg; Greek: Grote I 134; Jewish: *Neuman; India: *Thompson-Balys; West Indies: Flowers 439.
F1041.1.1.1	"Fb ""hjzhrte"" I 631."
F1041.1.1.2	Italian: Basile Pentamerone III No. 3.
